432,0.388,0.939,0.737,2.235,
433,5.568,5.981,8.333,10.565,
434,0.865,300,0.791,2.159,
435,2.28,2.526,3.08,5.364,
436,1.376,1.509,1.515,3.459,
437,0.931,270.053,1.531,3.064,
438,0.279,1.127,0.39,1.501,
439,0.962,1.442,0.944,3.377,
440,0.5,1.24,0.519,2.364,
441,2.061,2.3,2.196,5.085,
442,0.943,1.568,1.058,3.341,
443,0.905,1.472,1.009,3.008,
444,0.199,3.485,0.225,1.029,
445,0.392,1.372,0.457,1.767,
446,2.349,2.406,2.378,4.779,
447,0.29,1.167,0.33,1.682,
448,0.203,1.346,0.269,1.175,
449,0.239,1.774,0.305,1.193,
450,0.317,0.915,0.404,1.265,
451,0.896,1.62,1.039,2.786,
452,0.346,1.225,0.551,1.826,
453,0.055,0.238,0.098,0.522,
454,0.036,0.019,0.033,0.023,
455,1.377,1.926,1.981,3.999,
456,0.321,1.694,0.433,1.766,
457,1.418,1.945,1.848,3.546,
458,2.625,3.252,3.315,6.605,
459,0.417,149.689,0.429,1.732,
460,3.307,3.069,3.319,6.041,
461,1.903,2.416,2.118,4.792,
462,0.154,1.226,0.158,0.894,
463,0.289,2.911,0.333,1.352,
464,1.112,1.654,1.057,3.522,
465,0.103,0.352,0.063,1.061,
466,0.281,0.91,0.249,1.554,
467,0.287,1.088,0.376,1.587,
468,0.063,0.016,0.026,0.017,
469,1.23,1.706,1.071,3.028,
470,0.27,1.626,0.33,1.309,
471,0.697,1.655,0.606,2.031,
472,0.493,1.272,0.467,1.868,
473,0.601,1.547,0.823,2.64,
474,0.214,1.101,0.284,1.009,
475,0.429,1.271,0.655,1.433,
476,1.011,1.594,1.224,2.403,
477,0.163,1.645,0.276,1.012,
478,0.225,1.537,0.387,0.924,
479,0.178,0.994,0.203,1.099,
480,1.131,1.836,1.438,4.709,
481,1.211,1.771,1.624,4.23,
482,2.303,2.486,2.454,5.107,
483,0.046,0.172,0.054,0.351,
484,0.049,0.11,0.049,0.195,
485,1.214,2.175,1.32,3.384,
486,0.373,1.214,0.36,1.602,
487,1.171,1.831,1.121,2.594,
488,0.377,1.559,0.589,1.482,
489,0.081,0.635,0.095,1.204,
490,5.719,5.318,6.327,9.25,
491,0.364,0.952,0.454,1.509,
492,0.449,1.479,0.509,1.816,
493,0.58,1.618,0.45,1.551,
494,0.168,0.814,0.246,0.714,
495,0.516,1.358,0.734,1.862,
496,0.059,0.332,0.13,0.955,
497,0.102,0.548,0.148,1.762,
498,0.531,1.358,0.717,2.191,
499,1.024,1.571,1.315,3.851,
500,5.515,5.197,7.333,10.904,
